settlement_date,settlement_period,interval_start_local,interval_end_local,interval_start_utc,interval_end_utc,source_key,source_label,source_dataset,target_is_proxy,elexon_bm_unit,national_grid_bm_unit,bm_unit_name,lead_party_name,fuel_type,bm_unit_type,gsp_group_id,gsp_group_name,generation_capacity_mw,mapping_status,mapping_confidence,mapping_rule,cluster_key,cluster_label,parent_region,bid_offer_pair_count,negative_bid_pair_count,negative_bid_available_flag,minimum_bid_gbp_per_mwh,maximum_bid_gbp_per_mwh,most_negative_bid_gbp_per_mwh,least_negative_bid_gbp_per_mwh,minimum_offer_gbp_per_mwh,maximum_offer_gbp_per_mwh
2024-10-03,11,2024-10-03 05:00:00+01:00,2024-10-03 05:30:00+01:00,2024-10-03 04:00:00+00:00,2024-10-03 04:30:00+00:00,BOD,Elexon bid-offer data,BOD,False,T_BOWLW-1,BOWLW-1,Barrow Offshore Wind,Barrow Offshore Wind Limited,WIND,T,,,90.0,unmapped,none,,,,,2,1,True,-91.06,100.0,-91.06,-91.06,-54.52,9999.0
2024-10-03,11,2024-10-03 05:00:00+01:00,2024-10-03 05:30:00+01:00,2024-10-03 04:00:00+00:00,2024-10-03 04:30:00+00:00,BOD,Elexon bid-offer data,BOD,False,T_BRBEO-1,BRBEO-1,BURBO_EXTENSION,Burbo Extension Limited,WIND,T,,,257.7,unmapped,none,,,,,2,1,True,-165.13,100.0,-165.13,-165.13,-132.1,9999.0
2024-10-03,11,2024-10-03 05:00:00+01:00,2024-10-03 05:30:00+01:00,2024-10-03 04:00:00+00:00,2024-10-03 04:30:00+00:00,BOD,Elexon bid-offer data,BOD,False,T_CGTHW-1,CGTHW-1,Corriegarth WF,Corriegarth Wind Energy LTD,WIND,T,,,69.0,unmapped,none,,,,,2,1,True,-116.0,0.0,-116.0,-116.0,999.9,999.9
2024-10-03,11,2024-10-03 05:00:00+01:00,2024-10-03 05:30:00+01:00,2024-10-03 04:00:00+00:00,2024-10-03 04:30:00+00:00,BOD,Elexon bid-offer data,BOD,False,T_CLDCW-1,CLDCW-1,Clyde Central,Clyde Windfarm (Scotland) Ltd,WIND,T,,,200.0,region_only,medium,Direct BMU and name matches for Clyde onshore wind; assign parent region without forcing a cluster.,,,Scotland,2,1,True,-102.33,100.0,-102.33,-102.33,-35.0,500.0
2024-10-03,11,2024-10-03 05:00:00+01:00,2024-10-03 05:30:00+01:00,2024-10-03 04:00:00+00:00,2024-10-03 04:30:00+00:00,BOD,Elexon bid-offer data,BOD,False,T_CLDNW-1,CLDNW-1,Clyde North,Clyde Windfarm (Scotland) Ltd,WIND,T,,,200.0,region_only,medium,Direct BMU and name matches for Clyde onshore wind; assign parent region without forcing a cluster.,,,Scotland,2,1,True,-98.85,100.0,-98.85,-98.85,-35.0,500.0
2024-10-03,11,2024-10-03 05:00:00+01:00,2024-10-03 05:30:00+01:00,2024-10-03 04:00:00+00:00,2024-10-03 04:30:00+00:00,BOD,Elexon bid-offer data,BOD,False,T_CLDSW-1,CLDSW-1,Clyde South,Clyde Windfarm (Scotland) Ltd,WIND,T,,,150.0,unmapped,none,,,,,2,1,True,-102.13,100.0,-102.13,-102.13,-35.0,500.0
2024-10-03,11,2024-10-03 05:00:00+01:00,2024-10-03 05:30:00+01:00,2024-10-03 04:00:00+00:00,2024-10-03 04:30:00+00:00,BOD,Elexon bid-offer data,BOD,False,T_COUWW-1,COUWW-1,Cour Wind Farm,Cour Wind farm (Scotland) Ltd,WIND,T,,,20.5,unmapped,none,,,,,2,1,True,-98.0,0.0,-98.0,-98.0,0.0,9998.0
2024-10-03,11,2024-10-03 05:00:00+01:00,2024-10-03 05:30:00+01:00,2024-10-03 04:00:00+00:00,2024-10-03 04:30:00+00:00,BOD,Elexon bid-offer data,BOD,False,T_CREAW-1,CREAW-1,Creag Riabhach Wind Farm,Creag Riabhach Wind Farm Ltd,WIND,T,,,93.0,unmapped,none,,,,,2,2,True,-90.0,-90.0,-90.0,-90.0,150.0,9999.0
2024-10-03,11,2024-10-03 05:00:00+01:00,2024-10-03 05:30:00+01:00,2024-10-03 04:00:00+00:00,2024-10-03 04:30:00+00:00,BOD,Elexon bid-offer data,BOD,False,T_CRGHW-1,CRGHW-1,Carraig Gheal Wind Farm,Statkraft Markets Gmbh,WIND,T,,,46.0,unmapped,none,,,,,2,2,True,-77.0,-77.0,-77.0,-77.0,9999.0,9999.0
2024-10-03,11,2024-10-03 05:00:00+01:00,2024-10-03 05:30:00+01:00,2024-10-03 04:00:00+00:00,2024-10-03 04:30:00+00:00,BOD,Elexon bid-offer data,BOD,False,T_CRYRW-2,CRYRW-2,Crystal Rig II Windfarm,Eneco Energy Trade,WIND,T,,,150.62,unmapped,none,,,,,2,2,True,-88.0,-88.0,-88.0,-88.0,9999.0,9999.0
2024-10-03,11,2024-10-03 05:00:00+01:00,2024-10-03 05:30:00+01:00,2024-10-03 04:00:00+00:00,2024-10-03 04:30:00+00:00,BOD,Elexon bid-offer data,BOD,False,T_CRYRW-3,CRYRW-3,Crystal Rig III,Eneco Energy Trade,WIND,T,,,13.8,unmapped,none,,,,,2,2,True,-88.0,-88.0,-88.0,-88.0,9999.0,9999.0
2024-10-03,11,2024-10-03 05:00:00+01:00,2024-10-03 05:30:00+01:00,2024-10-03 04:00:00+00:00,2024-10-03 04:30:00+00:00,BOD,Elexon bid-offer data,BOD,False,T_DALQW-1,DALQW-1,Dalquhandy  Wind Farm,Statkraft Markets Gmbh,WIND,T,,,42.846,unmapped,none,,,,,2,2,True,-70.0,-70.0,-70.0,-70.0,9999.0,9999.0
2024-10-03,11,2024-10-03 05:00:00+01:00,2024-10-03 05:30:00+01:00,2024-10-03 04:00:00+00:00,2024-10-03 04:30:00+00:00,BOD,Elexon bid-offer data,BOD,False,T_DBAWO-1,DBAWO-1,Dogger Bank A Offshore WF 1,Doggerbank OWF Project 1,WIND,T,,,302.4,mapped,high,Direct BMU and name matches for Dogger Bank and Hornsea families.,dogger_hornsea_offshore,Dogger and Hornsea Offshore,England/Wales,2,1,True,-9999.0,0.0,-9999.0,-9999.0,0.0,9999.0
2024-10-03,11,2024-10-03 05:00:00+01:00,2024-10-03 05:30:00+01:00,2024-10-03 04:00:00+00:00,2024-10-03 04:30:00+00:00,BOD,Elexon bid-offer data,BOD,False,T_DBAWO-2,DBAWO-2,Dogger Bank A Offshore WF 2,Doggerbank OWF Project 1,WIND,T,,,304.0,mapped,high,Direct BMU and name matches for Dogger Bank and Hornsea families.,dogger_hornsea_offshore,Dogger and Hornsea Offshore,England/Wales,2,1,True,-9999.0,0.0,-9999.0,-9999.0,0.0,9999.0
2024-10-03,11,2024-10-03 05:00:00+01:00,2024-10-03 05:30:00+01:00,2024-10-03 04:00:00+00:00,2024-10-03 04:30:00+00:00,BOD,Elexon bid-offer data,BOD,False,T_DBAWO-3,DBAWO-3,Dogger Bank A Offshore WF 3,Doggerbank OWF Project 1,WIND,T,,,302.8,mapped,high,Direct BMU and name matches for Dogger Bank and Hornsea families.,dogger_hornsea_offshore,Dogger and Hornsea Offshore,England/Wales,2,1,True,-9999.0,0.0,-9999.0,-9999.0,0.0,9999.0
2024-10-03,11,2024-10-03 05:00:00+01:00,2024-10-03 05:30:00+01:00,2024-10-03 04:00:00+00:00,2024-10-03 04:30:00+00:00,BOD,Elexon bid-offer data,BOD,False,T_DBAWO-4,DBAWO-4,Dogger Bank A Offshore WF 4,Doggerbank OWF Project 1,WIND,T,,,152.6,mapped,high,Direct BMU and name matches for Dogger Bank and Hornsea families.,dogger_hornsea_offshore,Dogger and Hornsea Offshore,England/Wales,2,1,True,-9999.0,0.0,-9999.0,-9999.0,0.0,9999.0
2024-10-03,11,2024-10-03 05:00:00+01:00,2024-10-03 05:30:00+01:00,2024-10-03 04:00:00+00:00,2024-10-03 04:30:00+00:00,BOD,Elexon bid-offer data,BOD,False,T_DBAWO-5,DBAWO-5,Dogger Bank A Offshore WF 5,Doggerbank OWF Project 1,WIND,T,,,138.2,mapped,high,Direct BMU and name matches for Dogger Bank and Hornsea families.,dogger_hornsea_offshore,Dogger and Hornsea Offshore,England/Wales,2,1,True,-9999.0,0.0,-9999.0,-9999.0,0.0,9999.0
2024-10-03,11,2024-10-03 05:00:00+01:00,2024-10-03 05:30:00+01:00,2024-10-03 04:00:00+00:00,2024-10-03 04:30:00+00:00,BOD,Elexon bid-offer data,BOD,False,T_DDGNO-1,DDGNO-1,Dudgeon Generator BMU 1,Dudgeon Offshore Wind Ltd,WIND,T,,,108.0,unmapped,none,,,,,2,1,True,-175.6,0.0,-175.6,-175.6,0.0,175.6
2024-10-03,11,2024-10-03 05:00:00+01:00,2024-10-03 05:30:00+01:00,2024-10-03 04:00:00+00:00,2024-10-03 04:30:00+00:00,BOD,Elexon bid-offer data,BOD,False,T_DDGNO-2,DDGNO-2,Dudgeon Generator BMU 2,Dudgeon Offshore Wind Ltd,WIND,T,,,90.0,unmapped,none,,,,,2,1,True,-175.6,0.0,-175.6,-175.6,0.0,175.6
2024-10-03,11,2024-10-03 05:00:00+01:00,2024-10-03 05:30:00+01:00,2024-10-03 04:00:00+00:00,2024-10-03 04:30:00+00:00,BOD,Elexon bid-offer data,BOD,False,T_DDGNO-3,DDGNO-3,Dudgeon Generator BMU 3,Dudgeon Offshore Wind Ltd,WIND,T,,,102.0,unmapped,none,,,,,2,1,True,-175.6,0.0,-175.6,-175.6,0.0,175.6
2024-10-03,11,2024-10-03 05:00:00+01:00,2024-10-03 05:30:00+01:00,2024-10-03 04:00:00+00:00,2024-10-03 04:30:00+00:00,BOD,Elexon bid-offer data,BOD,False,T_DDGNO-4,DDGNO-4,Dudgeon Generator BMU 4,Dudgeon Offshore Wind Ltd,WIND,T,,,102.0,unmapped,none,,,,,2,1,True,-175.6,0.0,-175.6,-175.6,0.0,175.6
2024-10-03,11,2024-10-03 05:00:00+01:00,2024-10-03 05:30:00+01:00,2024-10-03 04:00:00+00:00,2024-10-03 04:30:00+00:00,BOD,Elexon bid-offer data,BOD,False,T_DNLWW-1,DNLWW-1,Dunlaw Extension,SP Renewables (UK) Limited,WIND,T,,,29.75,unmapped,none,,,,,2,1,True,-100.29,0.0,-100.29,-100.29,0.0,9999.0
2024-10-03,11,2024-10-03 05:00:00+01:00,2024-10-03 05:30:00+01:00,2024-10-03 04:00:00+00:00,2024-10-03 04:30:00+00:00,BOD,Elexon bid-offer data,BOD,False,T_DOREW-1,DOREW-1,Dorenell Wind Farm One,Dorenell Windfarm Limited,WIND,T,,,156.92,unmapped,none,,,,,2,1,True,-78.72,0.0,-78.72,-78.72,500.0,500.0
2024-10-03,11,2024-10-03 05:00:00+01:00,2024-10-03 05:30:00+01:00,2024-10-03 04:00:00+00:00,2024-10-03 04:30:00+00:00,BOD,Elexon bid-offer data,BOD,False,T_DOREW-2,DOREW-2,Dorenell Wind Farm Two,Dorenell Windfarm Limited,WIND,T,,,156.92,unmapped,none,,,,,2,1,True,-78.72,0.0,-78.72,-78.72,500.0,500.0
2024-10-03,11,2024-10-03 05:00:00+01:00,2024-10-03 05:30:00+01:00,2024-10-03 04:00:00+00:00,2024-10-03 04:30:00+00:00,BOD,Elexon bid-offer data,BOD,False,T_DOUGW-1,DOUGW-1,T-DOUGW-1,Erova Energy Limited,WIND,T,,,45.0,unmapped,none,,,,,2,1,True,-82.4,0.0,-82.4,-82.4,999.9,999.9
2024-10-03,11,2024-10-03 05:00:00+01:00,2024-10-03 05:30:00+01:00,2024-10-03 04:00:00+00:00,2024-10-03 04:30:00+00:00,BOD,Elexon bid-offer data,BOD,False,T_DRSLW-1,DRSLW-1,Dersalloch Windfarm,SP Renewables (UK) Limited,WIND,T,,,70.9,unmapped,none,,,,,2,1,True,-92.78,0.0,-92.78,-92.78,0.0,9999.0
2024-10-03,11,2024-10-03 05:00:00+01:00,2024-10-03 05:30:00+01:00,2024-10-03 04:00:00+00:00,2024-10-03 04:30:00+00:00,BOD,Elexon bid-offer data,BOD,False,T_DUNGW-1,DUNGW-1,Dunmglass Windfarm 1,Dunmaglass Wind Farm Limited,WIND,T,,,100.0,unmapped,none,,,,,2,1,True,-97.68,100.0,-97.68,-97.68,-35.0,500.0
2024-10-03,11,2024-10-03 05:00:00+01:00,2024-10-03 05:30:00+01:00,2024-10-03 04:00:00+00:00,2024-10-03 04:30:00+00:00,BOD,Elexon bid-offer data,BOD,False,T_EAAO-1,EAAO-1,East Anglia One Offshore 1,East Anglia One Limited,WIND,T,,,358.0,mapped,high,Direct BMU and name matches for East Anglia and Gunfleet Sands offshore projects.,east_anglia_offshore,East Anglia Offshore,England/Wales,2,1,True,-143.44,0.0,-143.44,-143.44,0.0,9999.0
2024-10-03,11,2024-10-03 05:00:00+01:00,2024-10-03 05:30:00+01:00,2024-10-03 04:00:00+00:00,2024-10-03 04:30:00+00:00,BOD,Elexon bid-offer data,BOD,False,T_EAAO-2,EAAO-2,East Anglia One Offshore 2,East Anglia One Limited,WIND,T,,,367.0,mapped,high,Direct BMU and name matches for East Anglia and Gunfleet Sands offshore projects.,east_anglia_offshore,East Anglia Offshore,England/Wales,2,1,True,-143.44,0.0,-143.44,-143.44,0.0,9999.0
2024-10-03,11,2024-10-03 05:00:00+01:00,2024-10-03 05:30:00+01:00,2024-10-03 04:00:00+00:00,2024-10-03 04:30:00+00:00,BOD,Elexon bid-offer data,BOD,False,T_EDINW-1,EDINW-1,Edinbane Windfarm,Vattenfall Wind Power Ltd,WIND,T,,,41.4,unmapped,none,,,,,2,1,True,-107.0,0.0,-107.0,-107.0,15.0,9999.0
2024-10-03,11,2024-10-03 05:00:00+01:00,2024-10-03 05:30:00+01:00,2024-10-03 04:00:00+00:00,2024-10-03 04:30:00+00:00,BOD,Elexon bid-offer data,BOD,False,T_EWHLW-1,EWHLW-1,Ewe Hill II Windfarm,SP Renewables (UK) Limited,WIND,T,,,38.0,unmapped,none,,,,,2,1,True,-92.78,0.0,-92.78,-92.78,0.0,9999.0
2024-10-03,11,2024-10-03 05:00:00+01:00,2024-10-03 05:30:00+01:00,2024-10-03 04:00:00+00:00,2024-10-03 04:30:00+00:00,BOD,Elexon bid-offer data,BOD,False,T_FALGW-1,FALGW-1,Fallago Rig Wind Farm,Fallago Rig Wind Farm Limited,WIND,T,,,144.0,unmapped,none,,,,,2,2,True,-93.46,-93.46,-93.46,-93.46,999.0,999.0
2024-10-03,11,2024-10-03 05:00:00+01:00,2024-10-03 05:30:00+01:00,2024-10-03 04:00:00+00:00,2024-10-03 04:30:00+00:00,BOD,Elexon bid-offer data,BOD,False,T_FSDLW-1,FSDLW-1,Freasdail Wind Farm,Freasdail Energy Limited,WIND,T,,,22.2,unmapped,none,,,,,2,1,True,-249.0,0.0,-249.0,-249.0,0.0,9999.0
2024-10-03,11,2024-10-03 05:00:00+01:00,2024-10-03 05:30:00+01:00,2024-10-03 04:00:00+00:00,2024-10-03 04:30:00+00:00,BOD,Elexon bid-offer data,BOD,False,T_GANW-11,GAOFO-1,Galloper OSP 11,Galloper Offshore WindFarm Ltd,WIND,T,,,88.0,unmapped,none,,,,,2,2,True,-190.94,-190.94,-190.94,-190.94,-136.06,8000.0
2024-10-03,11,2024-10-03 05:00:00+01:00,2024-10-03 05:30:00+01:00,2024-10-03 04:00:00+00:00,2024-10-03 04:30:00+00:00,BOD,Elexon bid-offer data,BOD,False,T_GANW-13,GAOFO-3,Galloper OSP 13,Galloper Offshore WindFarm Ltd,WIND,T,,,88.0,unmapped,none,,,,,2,2,True,-190.94,-190.94,-190.94,-190.94,-136.06,8000.0
2024-10-03,11,2024-10-03 05:00:00+01:00,2024-10-03 05:30:00+01:00,2024-10-03 04:00:00+00:00,2024-10-03 04:30:00+00:00,BOD,Elexon bid-offer data,BOD,False,T_GANW-22,GAOFO-2,Galloper OSP 22,Galloper Offshore WindFarm Ltd,WIND,T,,,385.82,unmapped,none,,,,,2,2,True,-190.94,-190.94,-190.94,-190.94,-136.06,8000.0
2024-10-03,11,2024-10-03 05:00:00+01:00,2024-10-03 05:30:00+01:00,2024-10-03 04:00:00+00:00,2024-10-03 04:30:00+00:00,BOD,Elexon bid-offer data,BOD,False,T_GANW-24,GAOFO-4,Galloper OSP 24,Galloper Offshore WindFarm Ltd,WIND,T,,,88.0,unmapped,none,,,,,2,2,True,-190.94,-190.94,-190.94,-190.94,-136.06,8000.0
2024-10-03,11,2024-10-03 05:00:00+01:00,2024-10-03 05:30:00+01:00,2024-10-03 04:00:00+00:00,2024-10-03 04:30:00+00:00,BOD,Elexon bid-offer data,BOD,False,T_GLWSW-1,GLWSW-1,Galawhistle Wind Farm,GALAWHISTLE WIND FARM,WIND,T,,,55.2,unmapped,none,,,,,2,2,True,-89.1,-89.1,-89.1,-89.1,9999.0,9999.0
2024-10-03,11,2024-10-03 05:00:00+01:00,2024-10-03 05:30:00+01:00,2024-10-03 04:00:00+00:00,2024-10-03 04:30:00+00:00,BOD,Elexon bid-offer data,BOD,False,T_GNAPW-1,GNAPW-1,Glen App Windfarm,SP Renewables (UK) Limited,WIND,T,,,22.0,unmapped,none,,,,,2,1,True,-92.78,0.0,-92.78,-92.78,0.0,9999.0
2024-10-03,11,2024-10-03 05:00:00+01:00,2024-10-03 05:30:00+01:00,2024-10-03 04:00:00+00:00,2024-10-03 04:30:00+00:00,BOD,Elexon bid-offer data,BOD,False,T_GNFSW-1,GNFSW-1,Gunfleet Sands 1,Gunfleet Sands Limited,WIND,T,,,108.0,mapped,high,Direct BMU and name matches for East Anglia and Gunfleet Sands offshore projects.,east_anglia_offshore,East Anglia Offshore,England/Wales,2,1,True,-144.69,100.0,-144.69,-144.69,-81.78,9999.0
2024-10-03,11,2024-10-03 05:00:00+01:00,2024-10-03 05:30:00+01:00,2024-10-03 04:00:00+00:00,2024-10-03 04:30:00+00:00,BOD,Elexon bid-offer data,BOD,False,T_GNFSW-2,GNFSW-2,Gunfleet Sands 2,Gunfleet Sands II Limited,WIND,T,,,64.48,mapped,high,Direct BMU and name matches for East Anglia and Gunfleet Sands offshore projects.,east_anglia_offshore,East Anglia Offshore,England/Wales,2,1,True,-144.69,100.0,-144.69,-144.69,-81.78,9999.0
2024-10-03,11,2024-10-03 05:00:00+01:00,2024-10-03 05:30:00+01:00,2024-10-03 04:00:00+00:00,2024-10-03 04:30:00+00:00,BOD,Elexon bid-offer data,BOD,False,T_GORDW-1,GORDW-1,Gordon Bush,SSE Generation Ltd,WIND,T,,,86.764,unmapped,none,,,,,2,1,True,-98.27,100.0,-98.27,-98.27,-35.0,500.0
2024-10-03,11,2024-10-03 05:00:00+01:00,2024-10-03 05:30:00+01:00,2024-10-03 04:00:00+00:00,2024-10-03 04:30:00+00:00,BOD,Elexon bid-offer data,BOD,False,T_GORDW-2,GORDW-2,Gordonbush WF Extension,SSE Generation Ltd,WIND,T,,,58.733,unmapped,none,,,,,2,1,True,-28.45,100.0,-28.45,-28.45,0.0,500.0
2024-10-03,11,2024-10-03 05:00:00+01:00,2024-10-03 05:30:00+01:00,2024-10-03 04:00:00+00:00,2024-10-03 04:30:00+00:00,BOD,Elexon bid-offer data,BOD,False,T_GRGBW-1,GRGBW-1,Greater Gabbard Module 1,Greater Gabbard Offshore Winds,WIND,T,,,240.0,unmapped,none,,,,,2,1,True,-193.98,0.0,-193.98,-193.98,-10.0,500.0
2024-10-03,11,2024-10-03 05:00:00+01:00,2024-10-03 05:30:00+01:00,2024-10-03 04:00:00+00:00,2024-10-03 04:30:00+00:00,BOD,Elexon bid-offer data,BOD,False,T_GRGBW-2,GRGBW-2,Greater Gabbard Module 2,Greater Gabbard Offshore Winds,WIND,T,,,240.0,unmapped,none,,,,,2,1,True,-193.98,0.0,-193.98,-193.98,-10.0,500.0
2024-10-03,11,2024-10-03 05:00:00+01:00,2024-10-03 05:30:00+01:00,2024-10-03 04:00:00+00:00,2024-10-03 04:30:00+00:00,BOD,Elexon bid-offer data,BOD,False,T_GRGBW-3,GRGBW-3,Greater Gabbard Module 3,Greater Gabbard Offshore Winds,WIND,T,,,240.0,unmapped,none,,,,,2,1,True,-193.98,0.0,-193.98,-193.98,-10.0,500.0
2024-10-03,11,2024-10-03 05:00:00+01:00,2024-10-03 05:30:00+01:00,2024-10-03 04:00:00+00:00,2024-10-03 04:30:00+00:00,BOD,Elexon bid-offer data,BOD,False,T_GRIFW-1,GRIFW-1,Griffin Wind Farm 1,Griffin Wind Farm Ltd,WIND,T,,,102.0,unmapped,none,,,,,2,1,True,-97.82,100.0,-97.82,-97.82,-35.0,500.0
2024-10-03,11,2024-10-03 05:00:00+01:00,2024-10-03 05:30:00+01:00,2024-10-03 04:00:00+00:00,2024-10-03 04:30:00+00:00,BOD,Elexon bid-offer data,BOD,False,T_GRIFW-2,GRIFW-2,Griffin Wind Farm 2,Griffin Wind Farm Ltd,WIND,T,,,104.0,unmapped,none,,,,,2,1,True,-97.82,100.0,-97.82,-97.82,-35.0,500.0
2024-10-03,11,2024-10-03 05:00:00+01:00,2024-10-03 05:30:00+01:00,2024-10-03 04:00:00+00:00,2024-10-03 04:30:00+00:00,BOD,Elexon bid-offer data,BOD,False,T_GYMR-15,GYMRO-15,GyM OSPE 15,Gwynt y Mor Offshore Wind Farm,WIND,T,,,148.0,mapped,high,Direct BMU and name matches for Gwynt y Mor.,north_wales_offshore,North Wales Offshore,England/Wales,2,2,True,-181.49,-181.49,-181.49,-181.49,170.0,8000.0
2024-10-03,11,2024-10-03 05:00:00+01:00,2024-10-03 05:30:00+01:00,2024-10-03 04:00:00+00:00,2024-10-03 04:30:00+00:00,BOD,Elexon bid-offer data,BOD,False,T_GYMR-17,GYMRO-17,GyM OSPE 17,Gwynt y Mor Offshore Wind Farm,WIND,T,,,148.0,mapped,high,Direct BMU and name matches for Gwynt y Mor.,north_wales_offshore,North Wales Offshore,England/Wales,2,2,True,-181.49,-181.49,-181.49,-181.49,170.0,8000.0
2024-10-03,11,2024-10-03 05:00:00+01:00,2024-10-03 05:30:00+01:00,2024-10-03 04:00:00+00:00,2024-10-03 04:30:00+00:00,BOD,Elexon bid-offer data,BOD,False,T_GYMR-26,GYMRO-26,GyM OSPW 26,Gwynt y Mor Offshore Wind Farm,WIND,T,,,148.0,mapped,high,Direct BMU and name matches for Gwynt y Mor.,north_wales_offshore,North Wales Offshore,England/Wales,2,2,True,-181.49,-181.49,-181.49,-181.49,170.0,8000.0
2024-10-03,11,2024-10-03 05:00:00+01:00,2024-10-03 05:30:00+01:00,2024-10-03 04:00:00+00:00,2024-10-03 04:30:00+00:00,BOD,Elexon bid-offer data,BOD,False,T_GYMR-28,GYMRO-28,GyM OSPW 28,Gwynt y Mor Offshore Wind Farm,WIND,T,,,148.0,mapped,high,Direct BMU and name matches for Gwynt y Mor.,north_wales_offshore,North Wales Offshore,England/Wales,2,2,True,-181.49,-181.49,-181.49,-181.49,170.0,8000.0
2024-10-03,11,2024-10-03 05:00:00+01:00,2024-10-03 05:30:00+01:00,2024-10-03 04:00:00+00:00,2024-10-03 04:30:00+00:00,BOD,Elexon bid-offer data,BOD,False,T_HADHW-1,HADHW-1,Hadyard Hill Wind Farm,SSE Renewables Wind Farms,WIND,T,,,130.0,unmapped,none,,,,,2,1,True,-99.54,100.0,-99.54,-99.54,-35.0,500.0
2024-10-03,11,2024-10-03 05:00:00+01:00,2024-10-03 05:30:00+01:00,2024-10-03 04:00:00+00:00,2024-10-03 04:30:00+00:00,BOD,Elexon bid-offer data,BOD,False,T_HALSW-1,HALSW-1,Halsary Windfarm,SP Renewables (UK) Limited,WIND,T,,,30.0,unmapped,none,,,,,2,1,True,-28.6,0.0,-28.6,-28.6,0.0,9999.0
2024-10-03,11,2024-10-03 05:00:00+01:00,2024-10-03 05:30:00+01:00,2024-10-03 04:00:00+00:00,2024-10-03 04:30:00+00:00,BOD,Elexon bid-offer data,BOD,False,T_HMGTO-1,HMGTO-1,Humber Offshore Wind Farm BMU1,RWE Renewables UK Humber Wind,WIND,T,,,108.0,unmapped,none,,,,,2,2,True,-184.06,-184.06,-184.06,-184.06,0.0,8000.0
2024-10-03,11,2024-10-03 05:00:00+01:00,2024-10-03 05:30:00+01:00,2024-10-03 04:00:00+00:00,2024-10-03 04:30:00+00:00,BOD,Elexon bid-offer data,BOD,False,T_HMGTO-2,HMGTO-2,Humber Offshore Wind Farm BMU2,RWE Renewables UK Humber Wind,WIND,T,,,111.0,unmapped,none,,,,,2,2,True,-184.06,-184.06,-184.06,-184.06,0.0,8000.0
2024-10-03,11,2024-10-03 05:00:00+01:00,2024-10-03 05:30:00+01:00,2024-10-03 04:00:00+00:00,2024-10-03 04:30:00+00:00,BOD,Elexon bid-offer data,BOD,False,T_HOWAO-1,HOWAO-1,HORNSEA_1A,Hornsea 1 Limited,WIND,T,,,400.0,mapped,high,Direct BMU and name matches for Dogger Bank and Hornsea families.,dogger_hornsea_offshore,Dogger and Hornsea Offshore,England/Wales,2,1,True,-165.73,100.0,-165.73,-165.73,-132.58,9999.0
2024-10-03,11,2024-10-03 05:00:00+01:00,2024-10-03 05:30:00+01:00,2024-10-03 04:00:00+00:00,2024-10-03 04:30:00+00:00,BOD,Elexon bid-offer data,BOD,False,T_HOWAO-2,HOWAO-2,HORNSEA_1B,Hornsea 1 Limited,WIND,T,,,400.0,mapped,high,Direct BMU and name matches for Dogger Bank and Hornsea families.,dogger_hornsea_offshore,Dogger and Hornsea Offshore,England/Wales,2,1,True,-165.73,100.0,-165.73,-165.73,-132.58,9999.0
2024-10-03,11,2024-10-03 05:00:00+01:00,2024-10-03 05:30:00+01:00,2024-10-03 04:00:00+00:00,2024-10-03 04:30:00+00:00,BOD,Elexon bid-offer data,BOD,False,T_HOWAO-3,HOWAO-3,HORNSEA_1C,Hornsea 1 Limited,WIND,T,,,400.0,mapped,high,Direct BMU and name matches for Dogger Bank and Hornsea families.,dogger_hornsea_offshore,Dogger and Hornsea Offshore,England/Wales,2,1,True,-165.73,100.0,-165.73,-165.73,-132.58,9999.0
2024-10-03,11,2024-10-03 05:00:00+01:00,2024-10-03 05:30:00+01:00,2024-10-03 04:00:00+00:00,2024-10-03 04:30:00+00:00,BOD,Elexon bid-offer data,BOD,False,T_HOWBO-1,HOWBO-1,HORNSEA_WF_2A,Breesea Limited,WIND,T,,,440.0,mapped,high,Direct BMU and name matches for Dogger Bank and Hornsea families.,dogger_hornsea_offshore,Dogger and Hornsea Offshore,England/Wales,2,1,True,-131.03,100.0,-131.03,-131.03,-104.82,9999.0
2024-10-03,11,2024-10-03 05:00:00+01:00,2024-10-03 05:30:00+01:00,2024-10-03 04:00:00+00:00,2024-10-03 04:30:00+00:00,BOD,Elexon bid-offer data,BOD,False,T_HOWBO-2,HOWBO-2,HORNSEA_WF_2B,Sonningmay Wind Limited,WIND,T,,,440.0,mapped,high,Direct BMU and name matches for Dogger Bank and Hornsea families.,dogger_hornsea_offshore,Dogger and Hornsea Offshore,England/Wales,2,1,True,-131.03,100.0,-131.03,-131.03,-104.82,9999.0
2024-10-03,11,2024-10-03 05:00:00+01:00,2024-10-03 05:30:00+01:00,2024-10-03 04:00:00+00:00,2024-10-03 04:30:00+00:00,BOD,Elexon bid-offer data,BOD,False,T_HOWBO-3,HOWBO-3,HORNSEA_WF_2C,Soundmark Wind Limited,WIND,T,,,440.0,mapped,high,Direct BMU and name matches for Dogger Bank and Hornsea families.,dogger_hornsea_offshore,Dogger and Hornsea Offshore,England/Wales,2,1,True,-9999.0,100.0,-9999.0,-9999.0,-9998.0,9999.0
